"Abu Dhabi Grand Prix","81","81.19183811892381","0.12849","199.1416576867816","336","1","113.66586014228912","6444.354447747542","12932","0","4839.806316005602","33.46387"
"Abu Dhabi Grand Prix","55","85.51043135043699","0.24363","199.08394684446915","335","1","113.29369542775582","6338.095529384862","12619","0","4819.508746672043","37.84301"
"Abu Dhabi Grand Prix","4","76.98982472963614","0.13015","198.83630499059225","333","1","113.71907595234467","6506.112079807912","12687","0","4896.185767766256","33.48960"
"Abu Dhabi Grand Prix","10","84.68154082877912","0.13235","198.41604282927273","333","3","112.61548073905809","6466.460124628402","12443","0","4920.212296322841","18.21976"
"Abu Dhabi Grand Prix","27","81.457527288447","0.13878","198.2621061064625","334","1","112.31474680542365","6519.919163045964","12514","0","4804.522495316021","33.03510"
"Abu Dhabi Grand Prix","20","81.34992840621214","0.14224","197.97779787474565","340","1","112.62045973712398","6384.656843128288","12425","0","4834.5466295971555","33.15230"
"Abu Dhabi Grand Prix","14","83.48556533437973","0.12371","197.81951502184185","331","1","113.15181650224275","6461.43236908301","12963","0","4845.750921786812","9.73588"
"Abu Dhabi Grand Prix","31","84.4703090391309","0.17379","197.71431802759557","331","3","112.86478688082033","6451.371684198491","12121","0","4766.541664276657","18.78573"
"Abu Dhabi Grand Prix","18","80.2220054623488","0.13040","197.50605413105413","333","1","112.68277654876033","6470.011548136291","12827","0","4815.026267504809","12.52573"
"Abu Dhabi Grand Prix","16","79.36572612935136","0.19709","197.38508627955463","332","1","112.78170372973008","6655.319403155729","12442","0","4718.356920949527","36.39378"
"Abu Dhabi Grand Prix","1","80.75447663795353","0.15333","197.37417914368268","333","3","112.13960138299451","6470.013634804482","12635","0","4772.813394567441","14.71816"
"Abu Dhabi Grand Prix","22","84.23569627346596","0.11874","197.25226465364122","329","1","112.47521012707233","6548.570860965013","12726","0","4991.6823378133395","11.38806"
"Abu Dhabi Grand Prix","63","80.97819470086323","0.16636","197.1172960494795","332","1","112.64721547996638","6595.2715241253145","12944","0","4782.527345269344","14.10931"
"Abu Dhabi Grand Prix","3","84.08802234764266","0.11728","197.06448606426414","338","1","112.49552051930642","6500.83303796021","12411","0","4910.2668165826235","11.62246"
"Abu Dhabi Grand Prix","44","77.79161050304631","0.12449","197.0252390725296","336","2","112.21655145049095","6449.89486622456","13190","0","4744.730344582315","8.63252"
"Abu Dhabi Grand Prix","24","85.51223445924151","0.24783","196.75190299167994","338","2","111.91819725643127","6418.3296935742055","12504","0","4768.4565966069","33.37240"
"Abu Dhabi Grand Prix","11","80.28776447898349","0.11079","196.6797852515751","343","1","113.52430676716457","6290.917276469243","12406","0","4846.097956869517","13.07169"
"Abu Dhabi Grand Prix","23","74.84663223943583","0.13137","196.5670939981369","339","1","112.58762239569943","6514.492653784588","12805","0","4844.290663004521","10.58198"
"Abu Dhabi Grand Prix","2","80.00765102203951","0.13655","196.56638774516315","343","1","112.4922059718167","6430.76817973931","13003","0","4784.565036392221","11.46524"
"Abu Dhabi Grand Prix","77","86.65628323289613","0.27776","196.49502420656268","332","1","111.7377746642218","6287.8898639378","12596","0","4824.86352547564","32.72925"
"Australian Grand Prix","20","93.52933996521314","0.43391","200.83758865248228","334","1","110.48233046102861","4227.485263586404","12728","0","4820.765478423632","44.43924"
"Australian Grand Prix","10","89.55819311596733","0.30617","197.3851209621032","328","5","111.3884012737916","4572.957052717281","12474","0","5007.992714601409","67.44352"
"Australian Grand Prix","31","87.98060270176654","0.27460","196.31502086230876","340","5","111.00091770240259","4512.893812334622","12241","0","4974.172273675576","55.14757"
"Australian Grand Prix","21","90.02292465378297","0.26145","192.76690496789763","329","1","109.87786477235629","4539.384469774069","12746","0","5015.382351833726","54.37207"
"Australian Grand Prix","27","82.31290426166338","0.17867","192.44055667749583","329","1","110.68278432894179","4895.252941176471","12752","0","4822.15890540853","72.67250"
"Australian Grand Prix","1","78.4281697474616","0.12591","191.9265825012097","328","1","109.8456140352718","4721.499185833503","12576","0","4966.574655121417","69.69062"
"Australian Grand Prix","11","81.86661633820725","0.22715","191.86253194161722","341","1","110.78786651966463","4762.410054956238","12333","0","4920.447752526771","67.46998"
"Australian Grand Prix","55","70.86165450636213","0.21225","191.38794369116505","327","1","110.89627533374987","4948.668939548138","12781","0","4861.225796259694","73.48463"
"Australian Grand Prix","44","77.12316995544239","0.14342","190.823130128453","316","1","109.97817399949186","4765.9171382047625","13333","0","4831.812587006585","59.10645"
"Australian Grand Prix","2","87.13693575640539","0.33487","190.72030055130713","335","1","110.22364548784326","4674.602035416243","13225","0","4834.638296765676","60.03867"
"Australian Grand Prix","77","84.58980939799962","0.26766","189.73493410670875","333","1","109.42835424367811","4773.868105027478","12756","0","4913.913192954026","64.09933"
"Australian Grand Prix","4","80.20845921450152","0.16241","189.5100260806362","327","1","110.37813840733132","5047.14756767759","12826","0","4923.537835023426","62.56055"
"Australian Grand Prix","24","81.73425016371971","0.19265","189.08525777588412","329","1","109.4982233330628","4779.313067372278","12762","0","4846.47485904205","65.03358"
"Australian Grand Prix","81","75.38566713814238","0.15911","188.48161545663461","330","1","109.575567545084","5023.840036637493","12864","0","4909.261410275463","64.23163"
